"taskId","variant","repeat","path","previousStartSeq","currentStartSeq","previousCallId","currentCallId","previousOk","currentOk","successfulReadBack","comparableOutputs","sameVisibleOutput","previousOutputSha256","currentOutputSha256","interveningSuccessfulMutations"
"f01-tags","baseline","2","tags.mjs","14","31","call_00_OCMmzrkL9mGH1OeBPS5K5203","call_00_f8ecNrEGcNF8IsGZ0daC7908","true","true","true","true","false","852fa85117b3195be444424da3017b666a8a41668f9d01992b15f9342f156bd8","c01bd123244a7794f5622263dd8dcb09b6781fb5ceffdd2d9e4d4af325d66c13","[{""name"":""write_file"",""callId"":""call_00_IbGysN9hrmRKUJZtxXt38718"",""startSeq"":24,""endSeq"":25}]"
"f01-tags","context","2","tags.mjs","14","31","call_00_vM7jQcGcsjgoJBSLNwfJ2693","call_00_e8lPsK9QqvmVzWOVB7Dt1182","true","true","true","true","false","852fa85117b3195be444424da3017b666a8a41668f9d01992b15f9342f156bd8","c01bd123244a7794f5622263dd8dcb09b6781fb5ceffdd2d9e4d4af325d66c13","[{""name"":""write_file"",""callId"":""call_00_kuGsrlqId3FckwwLW1Ra7873"",""startSeq"":24,""endSeq"":25}]"
"f01-tags","optimizer","2","tags.mjs","16","33","call_00_6NpObM9YsnOeZ249cW9e5265","call_00_O7jQNj0WqGQIkGo2lZaK1624","true","true","true","true","false","852fa85117b3195be444424da3017b666a8a41668f9d01992b15f9342f156bd8","c01bd123244a7794f5622263dd8dcb09b6781fb5ceffdd2d9e4d4af325d66c13","[{""name"":""write_file"",""callId"":""call_00_RVUzXEX7UYc5t1A9BOmG4199"",""startSeq"":26,""endSeq"":27}]"
"f01-tags","full","2","tags.mjs","16","33","call_00_eWGOzFsyz8AHp4x8EeRL7909","call_00_WZBLBEXE0v7kVvX9x9fL1647","true","true","true","true","false","852fa85117b3195be444424da3017b666a8a41668f9d01992b15f9342f156bd8","c01bd123244a7794f5622263dd8dcb09b6781fb5ceffdd2d9e4d4af325d66c13","[{""name"":""write_file"",""callId"":""call_00_o5X2zVCuIi6oyAmrEYpI6966"",""startSeq"":26,""endSeq"":27}]"
"f02-pagination","context","2","pagination.mjs","7","21","call_00_lfm2OVT98IGPFzdYyZDi6714","call_00_9vZsz6RWNwwfM3JMHyoh4904","true","true","true","true","false","3283af26194748acb21d30ed87c1a9bbb611ac2b2193d29e767c4aa74dcf534b","c54aff0ca3a64b4769c9dcf7e805ea5ba93acf4ecb03335650b092a9839a7940","[{""name"":""write_file"",""callId"":""call_00_pON52OptSLTB7J97qILY1662"",""startSeq"":14,""endSeq"":15}]"
"f02-pagination","baseline","2","pagination.mjs","7","21","call_00_cnwugLN5cVRyx55Qd7EK7594","call_00_IHM8jfPgf6kJTae703UB0216","true","true","true","true","false","3283af26194748acb21d30ed87c1a9bbb611ac2b2193d29e767c4aa74dcf534b","2e58dd795004522e068d8b23203376f84374f2cfcf0044c911dc92a0e7f53484","[{""name"":""write_file"",""callId"":""call_00_7U2rKMlrY7jZ8Xbrhjq07390"",""startSeq"":14,""endSeq"":15}]"
"f03-ranges","optimizer","2","ranges.mjs","16","33","call_00_OCubSTpAIFWdMxTlF5vF0100","call_00_XuK4TGqF8OSmEFhZW8rp1826","true","true","true","true","false","f43c1cafe156f86886a63252753837bfd8b57f18b315b6a984e6cf14c351f2b9","8ef6d528dde8a657b6fc0799b6228754624ca5a7987b03c7da5d93e110d58c35","[{""name"":""write_file"",""callId"":""call_00_aVqfcoTcWwibZnEg8IYF2389"",""startSeq"":26,""endSeq"":27}]"
"f03-ranges","full","2","ranges.mjs","16","33","call_00_QA8ufAWgO9PQvZ4QK2Ex5936","call_00_EbBTu0mWS7uAsZNITnvm2288","true","true","true","true","false","f43c1cafe156f86886a63252753837bfd8b57f18b315b6a984e6cf14c351f2b9","4ac51f46e42614ef01770e5d2428aa77748c39237a70287b1c943c7ba10f1e95","[{""name"":""write_file"",""callId"":""call_00_DpXg8CDsOQz1BIojEpkY8324"",""startSeq"":26,""endSeq"":27}]"
"f03-ranges","baseline","2","ranges.mjs","7","21","call_00_F91RPbBMtFFtfk8VqVdx0912","call_00_vzwTGMNJbOfY5Vxm0ZZu0454","true","true","true","true","false","f43c1cafe156f86886a63252753837bfd8b57f18b315b6a984e6cf14c351f2b9","e1e0334026a459091733e846d1256ec6fa1c54dcafdabfff7fc723cea499bbea","[{""name"":""write_file"",""callId"":""call_00_pAXCH8x69J6ar76GUcZf3114"",""startSeq"":14,""endSeq"":15}]"
"f03-ranges","context","2","ranges.mjs","14","31","call_00_Ut5jgv2zKDoTKd8xs8dX6582","call_00_Rp9camnQw4VtcKS2DCdW3405","true","true","true","true","false","f43c1cafe156f86886a63252753837bfd8b57f18b315b6a984e6cf14c351f2b9","070771210d8689d53220f40f6ee98ecb90fdb55871b31fbb6fa15117983e7493","[{""name"":""write_file"",""callId"":""call_00_6SajWZcyj8ikGyd536oh7819"",""startSeq"":24,""endSeq"":25}]"
"h01-config-pipeline","full","2","src/index.mjs","16","85","call_00_QY5mtymXy6dcCwT5uZDO5730","call_00_smD5oZWNxqDvoe4NN1b36412","true","true","true","true","true","c2bd8855d62db683dac459234b698a663e353afbe0223e6f72042498a0726ee6","c2bd8855d62db683dac459234b698a663e353afbe0223e6f72042498a0726ee6","[]"
"h01-config-pipeline","full","2","src/merge.mjs","35","92","call_03_xUYIn8px0S8nFXsNbKW59874","call_00_LsPinO1pPl7QVmx4nfY15877","true","true","true","true","false","4aa593488bb78234db26dba2e478ed840907b5b9a3339f9fea386ebeb02e55d4","a32517c6506e22cbec3c8ff0be96c5f3a1313bbe39c59ad830c52ad4f2417a8d","[{""name"":""write_file"",""callId"":""call_00_RbPU2O3sdWoBQZjGc5nU4867"",""startSeq"":64,""endSeq"":65}]"
"h01-config-pipeline","full","2","src/env-config.mjs","32","106","call_02_FM6PNLWQQbXuirfmttT16296","call_00_BTKJGew46OMPWe9YKExm0759","true","true","true","true","false","fe0eecff2b015b29b00d5e44520939211150093169d6c6cfb7748ee0e5545f44","d6e99298db056f10cc5a621937c2382a431219f9fe2d8a51f6e029a53ac90f93","[{""name"":""write_file"",""callId"":""call_00_VRINPmh7OCygLgz2jVBn4151"",""startSeq"":71,""endSeq"":72}]"
"h01-config-pipeline","full","2","src/validate.mjs","38","109","call_04_R9DgydDEgpIBWNK1U5Mq8117","call_01_mS0wPpGaTWF80wpXuGMM2132","true","true","true","true","false","c7356ab18f692343d74a6059121ebef01dd81a95b7b9259895de0fb183d470b8","44537b8a7db604886d3490bc450c6a7d15d0ed8ec29c0729f5d404d1dc4fc604","[{""name"":""edit_file"",""callId"":""call_00_hel3lbxual0J6dbydWAR1362"",""startSeq"":78,""endSeq"":79}]"
"h01-config-pipeline","full","2","src/file-config.mjs","29","119","call_01_sZrPslo5RA7Tytgou6Hx7320","call_00_EqRzjevMawCjZrUSq6359783","true","true","true","true","true","f92ec1a8c0637835eb54496bb8ca6a195e1613aaba6d3db9d9943fd295855d63","f92ec1a8c0637835eb54496bb8ca6a195e1613aaba6d3db9d9943fd295855d63","[]"
"h01-config-pipeline","full","2","src/format.mjs","41","122","call_05_FlOhvZyIijGxoMHjcvZt7889","call_01_ivB8vWNzbx6OZsNnlS7C0616","true","true","true","true","true","563b9713ce52ff02b38e23cc6fa2a6d29310e3c2b28696877918c950dd630ba8","563b9713ce52ff02b38e23cc6fa2a6d29310e3c2b28696877918c950dd630ba8","[]"
"h01-config-pipeline","full","2","src/legacy.mjs","44","125","call_06_8y2o6RKI71ng0eCIZMhK4570","call_02_5VGEWmgrEkbeSlXXgTCo1196","true","true","true","true","true","84cb16119c34ada7be29ba94b93e44a79e945f140ea8ec791baaee117c3d54f2","84cb16119c34ada7be29ba94b93e44a79e945f140ea8ec791baaee117c3d54f2","[]"
"h01-config-pipeline","baseline","2","src/merge.mjs","32","114","call_06_vmFpbVwtI4zkUx3md2Gc1457","call_00_J8HOy8IISkzLzRu9ipFw3565","true","true","true","true","false","4aa593488bb78234db26dba2e478ed840907b5b9a3339f9fea386ebeb02e55d4","ea6a716397864f001d270d2db699e6a3f99240ced4e29496da08819dd6412566","[{""name"":""write_file"",""callId"":""call_00_ZTyM3yxQe84eJuecDoOE9292"",""startSeq"":58,""endSeq"":59},{""name"":""write_file"",""callId"":""call_00_hDYvuoDhCKG0snXamBw06461"",""startSeq"":107,""endSeq"":108}]"
"h01-config-pipeline","baseline","2","src/env-config.mjs","20","117","call_02_YOusM04fZkccO2ia0KOv7309","call_01_Q9yHFCFdwDsqoPUO2heD3207","true","true","true","true","false","fe0eecff2b015b29b00d5e44520939211150093169d6c6cfb7748ee0e5545f44","088d2863e0e69c3eb38de162fdc2e9f3615181841b5eb7ade82d2d18feb66d84","[{""name"":""edit_file"",""callId"":""call_00_sOaXouoJsroaGYD09LvE3346"",""startSeq"":79,""endSeq"":80}]"
"h01-config-pipeline","baseline","2","src/validate.mjs","35","120","call_07_6rrQa2L53GYcNlmEOGvd2069","call_02_BH3kJaVQTnfCE2i3baxF3095","true","true","true","true","false","c7356ab18f692343d74a6059121ebef01dd81a95b7b9259895de0fb183d470b8","44537b8a7db604886d3490bc450c6a7d15d0ed8ec29c0729f5d404d1dc4fc604","[{""name"":""edit_file"",""callId"":""call_00_f9KqMgY7BpbidxufUWCB2258"",""startSeq"":86,""endSeq"":87}]"
"h01-config-pipeline","context","2","src/defaults.mjs","20","102","call_02_W1IiEmJx8q3yxEm01Fdr6762","call_00_emfWQ5L4A0uCzlSEsG4N2109","true","true","true","true","true","c712d430f49301c1df436f2513a492163e7fa95263a912a2df015ca7068093f2","c712d430f49301c1df436f2513a492163e7fa95263a912a2df015ca7068093f2","[]"
"h01-config-pipeline","context","2","src/validate.mjs","38","105","call_08_iB0U4HStBeVZzCp8w6YL5486","call_01_zvPcSPO779PwTdq8HhQ49565","true","true","true","true","false","c7356ab18f692343d74a6059121ebef01dd81a95b7b9259895de0fb183d470b8","44537b8a7db604886d3490bc450c6a7d15d0ed8ec29c0729f5d404d1dc4fc604","[{""name"":""edit_file"",""callId"":""call_01_YTBeDCJS9seUvy8skDl00487"",""startSeq"":78,""endSeq"":79}]"
"h01-config-pipeline","context","2","src/format.mjs","29","108","call_05_0su1tws0UPHqlW4tEk619291","call_02_1G3k0u9BRB5c5pGVMWkZ6181","true","true","true","true","true","563b9713ce52ff02b38e23cc6fa2a6d29310e3c2b28696877918c950dd630ba8","563b9713ce52ff02b38e23cc6fa2a6d29310e3c2b28696877918c950dd630ba8","[]"
"h01-config-pipeline","context","2","src/legacy.mjs","32","111","call_06_06JrUXYwpEmeGKUOS6n10857","call_03_fBflpKvr1144F9NogKxL1015","true","true","true","true","true","84cb16119c34ada7be29ba94b93e44a79e945f140ea8ec791baaee117c3d54f2","84cb16119c34ada7be29ba94b93e44a79e945f140ea8ec791baaee117c3d54f2","[]"
"h01-config-pipeline","optimizer","2","src/index.mjs","16","85","call_00_8HTpQmPLgyqCNFmVNfc00830","call_00_sLyWO9EDyqBAeP4wcBc42147","true","true","true","true","true","c2bd8855d62db683dac459234b698a663e353afbe0223e6f72042498a0726ee6","c2bd8855d62db683dac459234b698a663e353afbe0223e6f72042498a0726ee6","[]"
"h01-config-pipeline","optimizer","2","src/merge.mjs","35","92","call_03_H8Rn0vI4SJ6WhkAuegJL8977","call_00_9yafYNaoxEX0QBhkYsU98229","true","true","true","true","false","4aa593488bb78234db26dba2e478ed840907b5b9a3339f9fea386ebeb02e55d4","a91a1353b8136f11881317eb85ecc86fa51d86de48bf4eac48f5f46d4d4de890","[{""name"":""write_file"",""callId"":""call_00_XbSwGqh1FqqM8gdA3yjR8864"",""startSeq"":64,""endSeq"":65}]"
"h01-config-pipeline","optimizer","2","src/env-config.mjs","32","95","call_02_krhJxSp57UyEQxj365ki7161","call_01_3pcUiBTEcPrwc1Jdm5C23176","true","true","true","true","false","fe0eecff2b015b29b00d5e44520939211150093169d6c6cfb7748ee0e5545f44","2aed1344f11fa4a5fbfe5349a962e8f92449796838ec089b99ce9bd6250df71a","[{""name"":""write_file"",""callId"":""call_00_9mo71viBFDSjiMOoNblh2096"",""startSeq"":71,""endSeq"":72}]"
"h01-config-pipeline","optimizer","2","src/validate.mjs","38","98","call_04_hqX5eAgRC4UaJAZlvmTq0033","call_02_1k4Ez2fXkbYgkkwapmok8950","true","true","true","true","false","c7356ab18f692343d74a6059121ebef01dd81a95b7b9259895de0fb183d470b8","16d00b697f42d32b3f1600bcbb5742c37de1dc853bdc411d3f9df18fcf607738","[{""name"":""edit_file"",""callId"":""call_00_EpKEb7GAQXMlJF4yhjAA0954"",""startSeq"":78,""endSeq"":79}]"
"h01-config-pipeline","optimizer","2","public.test.mjs","19","112","call_01_cfJan8gBmyTZIed00OWi9612","call_00_NZne7KLXrnStiF8YcEC63848","true","true","true","true","true","318f46883ce0568800ef4ce7bf30d3d9d32c7b82c1aa05c91d3c2008adc13359","318f46883ce0568800ef4ce7bf30d3d9d32c7b82c1aa05c91d3c2008adc13359","[]"
"h01-config-pipeline","optimizer","2","src/merge.mjs","92","126","call_00_9yafYNaoxEX0QBhkYsU98229","call_00_ld76WAYK61QANogJrxeQ9179","true","true","true","true","true","a91a1353b8136f11881317eb85ecc86fa51d86de48bf4eac48f5f46d4d4de890","a91a1353b8136f11881317eb85ecc86fa51d86de48bf4eac48f5f46d4d4de890","[]"
"h02-chunk-parser","baseline","2","src/line.mjs","26","54","call_03_iW0LVcOPkWhOO7INRyoN4022","call_00_yGOyvMr5PAjZX0zxJtqB5235","true","true","true","true","true","8b16d68c00ec7e58f87c5566dea8f3be62d5892bf65aa13ad1502cc83ba84c7c","8b16d68c00ec7e58f87c5566dea8f3be62d5892bf65aa13ad1502cc83ba84c7c","[]"
"h02-chunk-parser","baseline","2","src/tokenizer.mjs","17","75","call_00_HbI3Ogl3P2SGuOcrtvnI4860","call_00_8xZw2SSrJbfjT1snE4l42446","true","true","true","true","true","6890f5d3b91a30d016ebd63a01ebaac03612a2cb503607000c4a6c6362cafbc9","6890f5d3b91a30d016ebd63a01ebaac03612a2cb503607000c4a6c6362cafbc9","[]"
"h02-chunk-parser","baseline","2","src/assembler.mjs","20","78","call_01_G4HcnKmNg4v57mngLAVF7010","call_01_hpWeDcz2hAb51j6k4zrQ6401","true","true","true","true","true","c6ce1f5eb002b4fe2e8df119e8a78d7f7fda576fd7ec26bf126390f3be5054db","c6ce1f5eb002b4fe2e8df119e8a78d7f7fda576fd7ec26bf126390f3be5054db","[]"
"h02-chunk-parser","baseline","2","public.test.mjs","47","85","call_10_PHKpKQbfX0TASGIu6Bbd1412","call_00_Mel7sYYyQ5FVBjMqQ8XR7154","true","true","true","true","true","949e96fb3f397c2c65dd03a85326b712f1af49db5bb0a0e041b3f96f06e2fb1c","949e96fb3f397c2c65dd03a85326b712f1af49db5bb0a0e041b3f96f06e2fb1c","[]"
"h02-chunk-parser","baseline","2","src/line.mjs","54","92","call_00_yGOyvMr5PAjZX0zxJtqB5235","call_00_TEvLNNutnh0soE5TvyRR6938","true","true","true","true","true","8b16d68c00ec7e58f87c5566dea8f3be62d5892bf65aa13ad1502cc83ba84c7c","8b16d68c00ec7e58f87c5566dea8f3be62d5892bf65aa13ad1502cc83ba84c7c","[]"
"h02-chunk-parser","baseline","2","src/state.mjs","23","95","call_02_Sekkempxs9tComI9b9Bd7027","call_01_NTvHWt8k1A62F4Mjdfq70984","true","true","true","true","false","48289c8e33361dd10c7313926fc3c20917132fc2a3af634680ed095360ef32db","1b9e668049d3111609568e72347ee515819f0c41313cc17cd0b5ce353a15fecb","[{""name"":""write_file"",""callId"":""call_00_FxdMtwhyHRQLP6Fo8QBO0210"",""startSeq"":61,""endSeq"":62}]"
"h02-chunk-parser","baseline","2","src/index.mjs","10","112","call_01_Qq2BoPp1A6xiaYjqX3Bn6682","call_01_P3yIEZsap74CABpTvlAC1154","true","true","true","true","true","d171114dae474968b5a02010604a7c119471f09132187287c87f6cf6313c4743","d171114dae474968b5a02010604a7c119471f09132187287c87f6cf6313c4743","[]"
"h03-module-navigation","context","2","routes/dynamic.mjs","33","82","call_01_AUQt5pQpkYssHOoVsoDa0066","call_00_cu95E49sPpfzBVWCVnLb4422","true","true","true","true","true","d5a27bbdd2ea5679e23c3e43854fd11f8748f323252cdb78f8ebb0a6780de882","d5a27bbdd2ea5679e23c3e43854fd11f8748f323252cdb78f8ebb0a6780de882","[]"
"h03-module-navigation","context","2","legacy.mjs","23","96","call_03_07RcYFQB8CDTABl8LFYW4480","call_00_denT1DS3vxe5jvxtkZQi2563","true","true","true","true","true","130a8e74eedb3b5fc146ae7b25d10f200c592ddb23ce1a59759393c4e76fc662","130a8e74eedb3b5fc146ae7b25d10f200c592ddb23ce1a59759393c4e76fc662","[]"
"h03-module-navigation","context","2","entry.mjs","14","99","call_00_pyy5Ed4WeWuRbhGWK4LO4444","call_01_HTF1J943SNWEiR7IS7Fp1125","true","true","true","true","false","963afba4644456a94d69f02f71d86609c2008526ffc37a18dbf1629357cf41a0","3a98d6a8c81a230d85d36926bd954edcb671c7444189f891ca466cf6de4d0c08","[{""name"":""write_file"",""callId"":""call_00_C0n0PjVyfTRaXQvSGns40393"",""startSeq"":75,""endSeq"":76}]"
"h03-module-navigation","context","2","registry.mjs","17","102","call_01_Z9yXiHEAhCL59ucmncnu4262","call_02_UJS7i37tESjwhjN7maWq9506","true","true","true","true","false","dfe590a0eb455539b113defb58e8a1477f53a797dd495e6e92983ca89f9dae46","eb22cc16896a4981978f52aa4241fc3a0227d536afbd91916ecbb5eece10dfa8","[{""name"":""write_file"",""callId"":""call_00_0YLooICyeZXQJbuaw2nC8636"",""startSeq"":68,""endSeq"":69}]"
"h03-module-navigation","optimizer","2","entry.mjs","16","91","call_00_FQxO1Sx03m9FjxFygydp4358","call_00_sUNlBmzsaXHwUXB2timk8833","true","true","true","true","false","963afba4644456a94d69f02f71d86609c2008526ffc37a18dbf1629357cf41a0","3a98d6a8c81a230d85d36926bd954edcb671c7444189f891ca466cf6de4d0c08","[{""name"":""write_file"",""callId"":""call_00_8xCmt3F6hiW2qSyno3zk6721"",""startSeq"":77,""endSeq"":78}]"
"h03-module-navigation","optimizer","2","registry.mjs","22","94","call_02_BKxk3YvtPFovfIApoCuw6403","call_01_qmS65dU1cKsf8VVZN4nA0894","true","true","true","true","false","dfe590a0eb455539b113defb58e8a1477f53a797dd495e6e92983ca89f9dae46","563d3e717b6912900a4f43bdba4842340cf4b016b07b22c23f06cae4e385ed23","[{""name"":""write_file"",""callId"":""call_00_gKaqOh4amyIzbOqOGXLJ6047"",""startSeq"":70,""endSeq"":71}]"
"h03-module-navigation","full","2","registry.mjs","25","91","call_03_ChAmccOPBMR2Qqk4T4b67513","call_00_M8ZCWwdEt4D8rjkqZ3XI6804","true","true","true","true","false","dfe590a0eb455539b113defb58e8a1477f53a797dd495e6e92983ca89f9dae46","14a45126a9ec788bc1b938ca40fdc3d7457f1b65b7be9d32b9fe5a55b0b52d21","[{""name"":""write_file"",""callId"":""call_00_FudZKE45c2qAFEcmqtmc2019"",""startSeq"":70,""endSeq"":71}]"
"h03-module-navigation","full","2","entry.mjs","16","94","call_00_wOxBh7URzkS8B6UiIYCG5058","call_01_hQN5vCgItfrF91eBpVoJ2782","true","true","true","true","false","963afba4644456a94d69f02f71d86609c2008526ffc37a18dbf1629357cf41a0","dc951893a088a171ba97ca3d9496cfff15020aa38100722d1d0f54b57aef75b6","[{""name"":""write_file"",""callId"":""call_00_vtZzA57ozNbVxOJ0i8AS4645"",""startSeq"":77,""endSeq"":78}]"
"h03-module-navigation","full","2","legacy.mjs","22","101","call_02_0DO9iV5XMsIHLPHxQuWh8724","call_00_3X9SyHIMuhMYM1aFZEx11274","true","true","true","true","true","130a8e74eedb3b5fc146ae7b25d10f200c592ddb23ce1a59759393c4e76fc662","130a8e74eedb3b5fc146ae7b25d10f200c592ddb23ce1a59759393c4e76fc662","[]"
"h03-module-navigation","full","2","fixtures/routes.mjs","19","104","call_01_Vf2LBB1Z2muwCXDIeSf60698","call_01_dYaSGNmVzKYeAYI7iUY08902","true","true","true","true","true","8057df43d5379bbf73f23bc692a62a4da4e60e78609f3084524af54fac575d4a","8057df43d5379bbf73f23bc692a62a4da4e60e78609f3084524af54fac575d4a","[]"
"h03-module-navigation","baseline","2","routes/dynamic.mjs","33","78","call_01_vSb2NSRtqtpId0y4fhQB6592","call_00_2XEs9dE7bqv3Nd9Ozt4c1020","true","true","true","true","true","d5a27bbdd2ea5679e23c3e43854fd11f8748f323252cdb78f8ebb0a6780de882","d5a27bbdd2ea5679e23c3e43854fd11f8748f323252cdb78f8ebb0a6780de882","[]"
"h03-module-navigation","baseline","2","legacy.mjs","23","92","call_03_YjQEEi93cqWpfH4g9Qs70735","call_00_2eQTcIwTVncV11WDV1RU8301","true","true","true","true","true","130a8e74eedb3b5fc146ae7b25d10f200c592ddb23ce1a59759393c4e76fc662","130a8e74eedb3b5fc146ae7b25d10f200c592ddb23ce1a59759393c4e76fc662","[]"
"h03-module-navigation","baseline","2","entry.mjs","14","95","call_00_WHCQS9ocWsMomEZFAOjp9555","call_01_FiKUYTrSijcN8ZofLryC1456","true","true","true","true","false","963afba4644456a94d69f02f71d86609c2008526ffc37a18dbf1629357cf41a0","3a98d6a8c81a230d85d36926bd954edcb671c7444189f891ca466cf6de4d0c08","[{""name"":""write_file"",""callId"":""call_01_OlSqqGGneH4FXoq1nH9p0137"",""startSeq"":71,""endSeq"":72}]"
"h03-module-navigation","baseline","2","registry.mjs","17","98","call_01_ZGNaCcAVAAqVAnkgJBWZ8816","call_02_Qs5E6lzpNPOLR9DYktzr6008","true","true","true","true","false","dfe590a0eb455539b113defb58e8a1477f53a797dd495e6e92983ca89f9dae46","563d3e717b6912900a4f43bdba4842340cf4b016b07b22c23f06cae4e385ed23","[{""name"":""write_file"",""callId"":""call_00_aN3A0RCOPyDJZA26Mwdo5026"",""startSeq"":68,""endSeq"":69}]"
"h04-issue-refactor","optimizer","2","normalize.mjs","16","81","call_00_IP6SXvGDTGhN6Ve5FNdI4092","call_00_b0zJnARtAoFGa7IkMoGp6223","true","true","true","true","false","d6aeea44b071654e31460df3849427926c464b8c92fdcaeb68402a049c0ed5e0","3ef643c95e80666bc4ebf2ef509faa9c62b3ff898d237deab372320376b03261","[{""name"":""write_file"",""callId"":""call_00_zcQIyTUZnRqO7ghgybEY3963"",""startSeq"":62,""endSeq"":63}]"
"h04-issue-refactor","optimizer","2","consumers/search.mjs","22","84","call_02_NtHYlFRVxLn8q6h7ftZ68474","call_01_oW4Sw9dzXfHQfxTOLbRV7955","true","true","true","true","false","beb0f59d44b5b81700ddd331f587426416a049a42e704a7031975c759f6595c4","918f7177ff07cdc1684ee4a053c53eaab4e6845f55d23b18c5e109abd1d8f99c","[{""name"":""write_file"",""callId"":""call_02_aUtvBsUEm9MabBToY4K35604"",""startSeq"":68,""endSeq"":69}]"
"h04-issue-refactor","optimizer","2","consumers/list.mjs","19","98","call_01_0dykhuyEWX2od4ggFCKB8722","call_00_QyghmXu3byXTPRUy5tsg0210","true","true","true","true","false","c3c7487d1bf125375c8de9e30615ab85f04a9ab4f4670fdd1a60488655a0d8ef","2c928b446fcc5968ba31f9f993ea0fcfb9be3a4aeade20538ee25fab4ec6fe06","[{""name"":""write_file"",""callId"":""call_01_iOBHki2RIgOJvWoR40T46857"",""startSeq"":65,""endSeq"":66}]"
"h04-issue-refactor","full","2","normalize.mjs","16","97","call_00_YYSJXriXL5UtXusga0lS0617","call_00_cYqj8a2ehPoCKyRMjMiI3506","true","true","true","true","false","d6aeea44b071654e31460df3849427926c464b8c92fdcaeb68402a049c0ed5e0","61f48be5594d1986d3daefc582cdb1ae3bb31faeba221409977ddc1139a45f2f","[{""name"":""write_file"",""callId"":""call_00_2oocfBl2oSKjAMkJt6Zx6554"",""startSeq"":62,""endSeq"":63}]"
"h04-issue-refactor","full","2","consumers/list.mjs","22","100","call_02_KS92kb4QMA1F2pjG9Jqo9458","call_01_avgIvCT1QAohw7WA4HMN5319","true","true","true","true","false","c3c7487d1bf125375c8de9e30615ab85f04a9ab4f4670fdd1a60488655a0d8ef","2c928b446fcc5968ba31f9f993ea0fcfb9be3a4aeade20538ee25fab4ec6fe06","[{""name"":""write_file"",""callId"":""call_00_hgkVBhKWbMdYQFjZ7DWt6590"",""startSeq"":69,""endSeq"":70}]"
"h04-issue-refactor","full","2","consumers/search.mjs","25","103","call_03_FYYyCYciJXm16NsVES5N0999","call_02_02QagKZOVy3CssH9PNSx0442","true","true","true","true","false","beb0f59d44b5b81700ddd331f587426416a049a42e704a7031975c759f6595c4","e34e30a4843511e71b81801a15049ee787c4b09c2d469a87e74354e1260895d1","[{""name"":""write_file"",""callId"":""call_00_gyeapVgTPn3i1aaDIb9d3477"",""startSeq"":76,""endSeq"":77}]"
"h04-issue-refactor","full","2","consumers/activity.mjs","28","106","call_04_CG3fn1VwAMS0UAlNXsnh9297","call_03_AvixOPCuBo25fVrCLlWO5939","true","true","true","true","false","1a001c5ac9cf9c17946335da7566de7a8e64543f7b7e68dd48d6e12c445c224d","cd2b2d71ce25f5ef8ff0d09e91c7bb6f212e6c0d531f20d49365db2cf2c4e0f5","[{""name"":""write_file"",""callId"":""call_00_iIbaLyyp0wVrQRxkSAV53515"",""startSeq"":83,""endSeq"":84}]"
"h04-issue-refactor","baseline","2","normalize.mjs","14","95","call_00_2j057O1y9Z6NQtkRxSih1548","call_00_LNQbRUwq3WASAVH3NtDu5590","true","true","true","true","false","d6aeea44b071654e31460df3849427926c464b8c92fdcaeb68402a049c0ed5e0","cbf317cd7165bca341347f0ff6ab58b9c15cf3a9c67c664d6238826a6f96a0d9","[{""name"":""write_file"",""callId"":""call_00_RIjorVQK9CW2oz12mM7a0837"",""startSeq"":60,""endSeq"":61}]"
"h04-issue-refactor","baseline","2","consumers/list.mjs","20","98","call_02_6nsElUe0cS2vBS9DVwMn3264","call_01_PpQTrNAw3pH5kZj5T0619014","true","true","true","true","false","c3c7487d1bf125375c8de9e30615ab85f04a9ab4f4670fdd1a60488655a0d8ef","2c928b446fcc5968ba31f9f993ea0fcfb9be3a4aeade20538ee25fab4ec6fe06","[{""name"":""write_file"",""callId"":""call_00_kjWWfiwCU8gjajWH2qbf5264"",""startSeq"":67,""endSeq"":68}]"
"h04-issue-refactor","baseline","2","consumers/search.mjs","23","101","call_03_aIheoHSS45DgPEBrB0Xf1877","call_02_n7fAZsbkUMMSzqerqRfU5808","true","true","true","true","false","beb0f59d44b5b81700ddd331f587426416a049a42e704a7031975c759f6595c4","918f7177ff07cdc1684ee4a053c53eaab4e6845f55d23b18c5e109abd1d8f99c","[{""name"":""write_file"",""callId"":""call_00_CxXMb71pRJcKDs0pMZD88753"",""startSeq"":74,""endSeq"":75}]"
"h04-issue-refactor","baseline","2","consumers/activity.mjs","26","104","call_04_xtZ1uXnjAjWXG20DuqeF7712","call_03_8z19F280DBDVjnV5q6cd5365","true","true","true","true","false","1a001c5ac9cf9c17946335da7566de7a8e64543f7b7e68dd48d6e12c445c224d","cd2b2d71ce25f5ef8ff0d09e91c7bb6f212e6c0d531f20d49365db2cf2c4e0f5","[{""name"":""write_file"",""callId"":""call_00_7rLRUragC2gtDE086jWF9959"",""startSeq"":81,""endSeq"":82}]"
"h04-issue-refactor","context","2","normalize.mjs","14","79","call_00_NrJ67ijMeYohsBLo47pr0690","call_00_6jY43ATrlTgb1U0h18II0597","true","true","true","true","false","d6aeea44b071654e31460df3849427926c464b8c92fdcaeb68402a049c0ed5e0","3ef643c95e80666bc4ebf2ef509faa9c62b3ff898d237deab372320376b03261","[{""name"":""write_file"",""callId"":""call_00_TtzZCAisdnGN8qf4iysC1331"",""startSeq"":60,""endSeq"":61}]"
